ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,mp_firstname,mp_surname,mp_gender,first_party,mp_name_2019,drought_day_change_2065,ann_rain_2019,max5day_rain_mm_change_2065,ann_rain_change_mmday_2065,warmest_dayofyear_change_oC_2065,ann_warming_oC_2065,number_heatwave_days_change_2065
E14000621,E12000007,Carshalton and Wallington,London,London,England,Borough,Elliot,Colburn,Male,Con,Elliot Colburn,3.389015,0.069695,8.036095,-0.11652,6.730537,3.473095,20.97636
E14000622,E12000006,Castle Point,Essex,East,England,Borough,Rebecca,Harris,Female,Con,Rebecca Harris,3.714329,0.062118,5.634919,-0.11777,5.333302,3.39323,17.80785
E14000623,E12000009,Central Devon,Devon,South West,England,County,Mel,Stride,Male,Con,Mel Stride,3.774041,0.210293,3.004144,-0.26726,6.959117,3.168999,14.9197
E14000624,E12000006,Central Suffolk and North Ipswich,Suffolk,East,England,County,Dan,Poulter,Male,Con,Dan Poulter,3.405597,0.045074,5.634475,-0.10452,6.409183,3.294765,18.02672
E14000625,E12000004,Charnwood,Leicestershire,East Midlands,England,County,Edward,Argar,Male,Con,Edward Argar,3.205886,0.110356,5.437656,-0.11042,6.846151,3.314645,18.22586
E14000626,E12000008,Chatham and Aylesford,Kent,South East,England,County,Tracey,Crouch,Female,Con,Tracey Crouch,3.900372,0.030571,5.197721,-0.15165,6.67538,3.392861,20.32423
E14000627,E12000002,Cheadle,Greater Manchester,North West,England,Borough,Mary,Robinson,Female,Con,Mary Robinson,1.839282,0.372841,7.705874,0.028705,5.988148,3.165696,7.66171
E14000628,E12000006,Chelmsford,Essex,East,England,Borough,Vicky,Ford,Female,Con,Vicky Ford,3.632984,0.045286,5.936545,-0.10744,6.650693,3.435434,21.61571
E14000629,E12000007,Chelsea and Fulham,London,London,England,Borough,Greg,Hands,Male,Con,Greg Hands,3.13213,0.042511,8.030806,-0.09377,6.216953,3.518713,22.71065
E14000630,E12000009,Cheltenham,Gloucestershire,South West,England,Borough,Alex,Chalk,Male,Con,Alex Chalk,3.228535,0.265779,5.309865,-0.11639,7.064665,3.329601,19.54925
E14000631,E12000008,Chesham and Amersham,Buckinghamshire,South East,England,County,Cheryl,Gillan,Female,Con,Cheryl Gillan,3.365001,0.047073,6.043448,-0.10671,6.644756,3.473832,19.10385
E14000632,E12000004,Chesterfield,Derbyshire,East Midlands,England,Borough,Toby,Perkins,Male,Lab,Toby Perkins,3.266126,0.262582,2.620578,-0.17064,6.593826,3.260281,11.73116
E14000633,E12000008,Chichester,West Sussex,South East,England,County,Gillian,Keegan,Female,Con,Gillian Keegan,2.56347,0.094285,14.88197,-0.01664,6.908474,3.379378,20.12862
E14000634,E12000007,Chingford and Woodford Green,London,London,England,County,Iain,Duncan Smith,Male,Con,Iain Duncan Smith,3.126726,0.073579,7.468147,-0.08459,5.878534,3.481067,22.19202
E14000635,E12000009,Chippenham,Wiltshire,South West,England,County,Michelle,Donelan,Female,Con,Michelle Donelan,3.07847,0.13186,8.941107,-0.0956,7.11862,3.322522,20.0503
E14000636,E12000007,Chipping Barnet,London,London,England,Borough,Theresa,Villiers,Female,Con,Theresa Villiers,3.104206,0.016458,7.609117,-0.08119,6.047849,3.505805,22.22612
E14000637,E12000002,Chorley,Lancashire,North West,England,County,Lindsay,Hoyle,Male,Spk,Lindsay Hoyle,1.681512,0.354709,8.224705,0.040618,5.682772,3.049206,6.866858
E14000638,E12000009,Christchurch,Dorset,South West,England,County,Christopher,Chope,Male,Con,Christopher Chope,2.97238,0.152678,11.13335,-0.0724,7.053478,3.373568,20.56947
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,Nickie,Aiken,Female,Con,Nickie Aiken,2.978216,0.079335,8.196966,-0.07661,5.926891,3.505979,23.01896
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,Christian,Matheson,Male,Lab,Christian Matheson,2.669591,0.185146,2.261432,-0.10235,6.299294,3.037746,10.05714
E14000641,E12000001,City Of Durham,Durham,North East,England,County,Mary,Foy,Female,Lab,Mary Foy,3.515242,0.240245,-1.08094,-0.16873,5.873918,3.049427,5.807575
E14000642,E12000006,Clacton,Essex,East,England,County,Giles,Watling,Male,Con,Giles Watling,3.46395,0.052104,4.484131,-0.10276,5.858186,3.283029,18.14952
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,Martin,Vickers,Male,Con,Martin Vickers,3.038664,0.085548,1.519866,-0.10359,6.167302,3.15459,13.15307
E14000644,E12000006,Colchester,Essex,East,England,Borough,Will,Quince,Male,Con,Will Quince,3.5802,0.06087,6.476733,-0.0941,6.686827,3.378454,23.10718
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,Jason,McCartney,Male,Con,Jason McCartney,2.711381,0.427753,6.871575,-0.10449,6.128749,3.195394,5.87542
E14000646,E12000002,Congleton,Cheshire,North West,England,County,Fiona,Bruce,Female,Con,Fiona Bruce,2.288199,0.193371,5.62217,-0.05084,6.358095,3.120014,10.45239
E14000647,E12000002,Copeland,Cumbria,North West,England,County,Trudy,Harrison,Female,Con,Trudy Harrison,0.640442,0.274388,26.00944,0.389713,5.330843,2.969804,2.967421
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,Tom,Pursglove,Male,Con,Tom Pursglove,3.423348,0.16981,4.387968,-0.11614,7.095451,3.371022,21.55549
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,Colleen,Fletcher,Female,Lab,Colleen Fletcher,3.151907,0.129295,5.498951,-0.11504,6.884934,3.338519,19.44533
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,Taiwo,Owatemi,Female,Lab,Taiwo Owatemi,3.154443,0.136337,5.661235,-0.12389,6.889794,3.330504,18.73959
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,Zarah,Sultana,Female,Lab,Zarah Sultana,3.151907,0.129295,5.498951,-0.11504,6.884934,3.338519,19.44533
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,Henry,Smith,Male,Con,Henry Smith,3.127855,0.118139,9.802922,-0.0923,7.059826,3.440095,21.52749
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,Kieran,Mullan,Male,Con,Kieran Mullan,2.57459,0.197813,3.73605,-0.08214,6.457294,3.12997,11.3113
E14000654,E12000007,Croydon Central,London,London,England,Borough,Sarah,Jones,Female,Lab,Sarah Jones,3.389015,0.069695,8.036095,-0.11652,6.730537,3.473095,20.97636
E14000655,E12000007,Croydon North,London,London,England,Borough,Steve,Reed,Male,Lab,Steve Reed,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000656,E12000007,Croydon South,London,London,England,Borough,Chris,Philp,Male,Con,Chris Philp,3.389015,0.069695,8.036095,-0.11652,6.730537,3.473095,20.97636
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,Jon,Cruddas,Male,Lab,Jon Cruddas,3.184135,0.090815,8.176123,-0.08763,6.047495,3.479979,20.98699
E14000658,E12000001,Darlington,Durham,North East,England,Borough,Peter,Gibson,Male,Con,Peter Gibson,3.151591,0.127657,1.762799,-0.14043,6.161528,3.090454,8.847394
E14000659,E12000008,Dartford,Kent,South East,England,County,Gareth,Johnson,Male,Con,Gareth Johnson,3.774628,0.064702,6.539456,-0.1252,6.45628,3.4076,21.07809
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,Chris,Heaton-Harris,Male,Con,Chris Heaton-Harris,3.528005,0.145226,5.333061,-0.12608,7.022279,3.36039,18.92334
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,Andrew,Gwynne,Male,Lab,Andrew Gwynne,1.839282,0.372841,7.705874,0.028705,5.988148,3.165696,7.66171
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,Amanda,Solloway,Female,Con,Amanda Solloway,2.916561,0.243256,3.333131,-0.11907,6.706175,3.282784,15.6069
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,Margaret,Beckett,Female,Lab,Margaret Beckett,3.008328,0.168422,4.01367,-0.11264,6.779407,3.273892,17.71754
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,Sarah,Dines,Female,Con,Sarah Dines,2.872466,0.307577,5.536032,-0.13926,6.63109,3.237811,9.8616
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,Danny,Kruger,Male,Con,Danny Kruger,3.253652,0.107396,7.619605,-0.11452,7.163014,3.372289,20.72565
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,Mark,Eastwood,Male,Con,Mark Eastwood,3.234036,0.178673,3.487618,-0.16403,6.442973,3.211748,9.804167
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,Nick,Fletcher,Male,Con,Nick Fletcher,3.022456,0.083719,1.107928,-0.09456,6.494833,3.216156,17.65104
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,Rosie,Winterton,Female,Lab,Rosie Winterton,3.022456,0.083719,1.107928,-0.09456,6.494833,3.216156,17.65104
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,Edward,Miliband,Male,Lab,Edward Miliband,2.861593,0.072636,2.034285,-0.08458,6.509948,3.228092,16.59074
E14000670,E12000008,Dover,Kent,South East,England,County,Natalie,Elphicke,Female,Con,Natalie Elphicke,3.539784,0.119173,5.435388,-0.13419,6.232168,3.296359,14.8629
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,Marco,Longhi,Male,Con,Marco Longhi,3.174472,0.251384,3.017846,-0.14519,6.394269,3.31646,14.73994
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,Mike,Wood,Male,Con,Mike Wood,3.174472,0.251384,3.017846,-0.14519,6.394269,3.31646,14.73994
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,Helen,Hayes,Female,Lab,Helen Hayes,3.29532,0.096544,8.17703,-0.09819,6.269651,3.506455,21.78907
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,Rupa,Huq,Female,Lab,Rupa Huq,2.933853,0.073816,8.553167,-0.07129,6.048587,3.528239,23.848
E14000675,E12000007,Ealing North,London,London,England,Borough,James,Murray,Male,Lab,James Murray,3.086439,0.057536,8.226425,-0.09162,6.096477,3.515941,22.02755
